0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Title_t, "Close Encounters"
1, 0, Text_t, "Sample for MIDIcsv Distribution"
1, 0, Copyright_t, "This file is in the public domain"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 500000
1, 0, End_track
2, 0, Start_track
2, 0, Instrument_name_t, "Solo Lute or Keyboard"
2, 0, Program_c, 0, 19
2, 120, Note_on_c, 5, 57, 100
2, 240, Note_on_c, 6, 55, 100
2, 360, Note_on_c, 5, 54, 100
2, 480, Note_on_c, 5, 55, 100
2, 600, Note_on_c, 5, 57, 100
2, 720, Note_on_c, 5, 56, 100
2, 840, Note_on_c, 5, 57, 100
2, 960, Note_on_c, 5, 58, 100
2, 1080, Note_on_c, 5, 59, 100
2, 1200, Note_on_c, 5, 44, 100
2, 1320, Note_on_c, ,, 68, 100
2, 1440, Note_on_c, 5, 58, 100
2, 1560, Note_on_c, 5, 67, 100
2, 1680, Note_on_c, 5, 66, 100
2, 1800, Note_on_c, 5, 71, 100
2, 1920, Note_on_c, 5, 62, 100
2, 2040, Note_on_c, 5, 61, 100
2, 2160, Note_on_c, 5, 59, 100
2, 2280, Note_on_c, 5, 61, 100
2, 2400, Note_on_c, 5, 64, 100
2, 2520, Note_on_c, 5, 62, 100
2, 2640, Note_on_c, 5, 61, 100
2, 2760, Note_on_c, 5, 59, 100
2, 2880, Note_on_c, 5, 57, 100
2, 3000, Note_on_c, 5, 55, 100
2, 3120, Note_on_c, 5, 54, 100
2, 3240, Note_on_c, 5, 52, 100
2, 3360, Note_on_c, 5, 50, 100
2, 3480, Note_on_c, 5, 49, 100
2, 3600, Note_on_c, 5, 47, 100
2, 3720, Note_on_c, 5, 49, 100
2, 3840, Note_on_c, 5, 50, 100
2, 3960, Note_on_c, 5, 49, 100
2, 4080, Note_on_c, 5, 50, 100
2, 4200, Note_on_c, 5, 47, 100
2, 4320, Note_on_c, 5, 45, 100
2, 4440, Note_on_c, 5, 47, 100
2, 4560, Note_on_c, 5, 49, 100
2, 4680, Note_on_c, 5, 50, 100
2, 4800, Note_on_c, 5, 49, 100
2, 4920, Note_on_c, 5, 50, 100
2, 5040, Note_on_c, 5, 47, 100
2, 5160, Note_on_c, 5, 43, 100
2, 5280, Note_on_c, 5, 47, 100
2, 5400, Note_on_c, 5, 48, 100
2, 5520, Note_on_c, 5, 47, 100
2, 5640, Note_on_c, 5, 45, 100
2, 5760, Note_on_c, 5, 43, 100
2, 5880, Note_on_c, 5, 50, 100
2, 6000, Note_on_c, 5, 55, 100
2, 6120, Note_on_c, 5, 43, 100
2, 6240, Note_on_c, 5, 52, 100
2, 6360, Note_on_c, 5, 54, 100
2, 6480, Note_on_c, 5, 55, 100
2, 6600, Note_on_c, 5, 52, 100
2, 6720, Note_on_c, 5, 54, 100
2, 6840, Note_on_c, 5, 55, 100
2, 6960, Note_on_c, 5, 52, 100
2, 7080, Note_on_c, 5, 57, 100
2, 7200, Note_on_c, 5, 55, 100
2, 7320, Note_on_c, 5, 57, 100
2, 7440, Note_on_c, 5, 54, 100
2, 7560, Note_on_c, 5, 50, 100
2, 7680, Note_on_c, 5, 38, 100
2, 7800, Note_on_c, 5, 51, 100
2, 7920, Note_on_c, 5, 50, 100
2, 8040, Note_on_c, 5, 63, 100
2, 8160, Note_on_c, 5, 63, 100
2, 8280, Note_on_c, 5, 62, 100
2, 8400, Note_on_c, 5, 62, 100
2, 8520, Note_on_c, 5, 60, 100
2, 8640, Note_on_c, 5, 60, 100
2, 8760, Note_on_c, 5, 58, 100
2, 8880, Note_on_c, 5, 56, 100
2, 9000, Note_on_c, 5, 55, 100
2, 9120, Note_on_c, 5, 54, 100
2, 9240, Note_on_c, 5, 54, 100
2, 9360, Note_on_c, 5, 54, 100
2, 9480, Note_on_c, 5, 54, 100
2, 9600, Note_on_c, 5, 55, 100
2, 9720, Note_on_c, 5, 55, 100
2, 9840, Note_on_c, 5, 55, 100
2, 9960, Note_on_c, 5, 55, 100
2, 10080, Note_on_c, 5, 57, 100
2, 10200, Note_on_c, 5, 57, 100
2, 10320, Note_on_c, 5, 57, 100
2, 10440, Note_on_c, 5, 54, 100
2, 10560, Note_on_c, 5, 55, 100
2, 10680, Note_on_c, 5, 56, 100
2, 10800, Note_on_c, 5, 57, 100
2, 10920, Note_on_c, 5, 58, 100
2, 11040, Note_on_c, 5, 57, 100
2, 11160, Note_on_c, 5, 55, 100
2, 11280, Note_on_c, 5, 46, 100
2, 11400, Note_on_c, 5, 47, 100
2, 11520, Note_on_c, 5, 48, 100
2, 11640, Note_on_c, 5, 50, 100
2, 11760, Note_on_c, 5, 52, 100
2, 11880, Note_on_c, 5, 54, 100
2, 12000, Note_on_c, 5, 45, 100
2, 12120, Note_on_c, 5, 55, 100
2, 12240, Note_on_c, 5, 54, 100
2, 12360, Note_on_c, 5, 52, 100
2, 12480, Note_on_c, 5, 54, 100
2, 12600, Note_on_c, 5, 52, 100
2, 12720, Note_on_c, 5, 40, 100
2, 12840, Note_on_c, 5, 42, 100
2, 12960, Note_on_c, 5, 45, 100
2, 13080, Note_on_c, 5, 42, 100
2, 13200, Note_on_c, 5, 45, 100
2, 13320, Note_on_c, 5, 47, 100
2, 13440, Note_on_c, 5, 47, 100
2, 13560, Note_on_c, 5, 45, 100
2, 13680, Note_on_c, 5, 47, 100
2, 13800, Note_on_c, 5, 45, 100
2, 13920, Note_on_c, 5, 43, 100
2, 14040, Note_on_c, 5, 42, 100
2, 14160, Note_on_c, 5, 40, 100
2, 14280, Note_on_c, 5, 38, 100
2, 14400, Note_on_c, 5, 43, 100
2, 14520, Note_on_c, 5, 42, 100
2, 14640, Note_on_c, 5, 45, 100
2, 14760, Note_on_c, 5, 43, 100
2, 14880, Note_on_c, 5, 45, 100
2, 15000, Note_on_c, 5, 47, 100
2, 15120, Note_on_c, 5, 45, 100
