0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Title_t, "Close Encounters"
1, 0, Text_t, "Sample for MIDIcsv Distribution"
1, 0, Copyright_t, "This file is in the public domain"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 1200000
1, 0, End_track
2, 0, Start_track
2, 0, Instrument_name_t, "Solo Lute or Keyboard"
2, 0, Program_c, 0, 19
2, 480, Note_on_c, 0, 79, 0
2, 480, Note_on_c, 0, 81, 100
2, 960, Note_on_c, 0, 81, 0
2, 960, Note_on_c, 0, 79, 100
2, 1020, Note_on_c, 0, 79, 0
2, 1020, Note_on_c, 0, 81, 100
2, 1080, Note_on_c, 0, 81, 0
2, 1080, Note_on_c, 0, 83, 100
2, 1320, Note_on_c, 0, 83, 0
2, 1320, Note_on_c, 0, 81, 100
2, 1440, Note_on_c, 0, 81, 0
2, 1440, Note_on_c, 0, 79, 100
2, 1680, Note_on_c, 0, 79, 0
2, 1680, Note_on_c, 0, 78, 100
2, 1800, Note_on_c, 0, 78, 0
2, 1800, Note_on_c, 0, 76, 100
2, 1920, Note_on_c, 0, 76, 0
2, 1920, Note_on_c, 0, 74, 100
2, 2160, Note_on_c, 0, 74, 0
2, 2160, Note_on_c, 0, 67, 100
2, 2880, Note_on_c, 0, 67, 0
2, 2880, Note_on_c, 0, 66, 100
2, 2940, Note_on_c, 0, 66, 0
2, 2940, Note_on_c, 0, 67, 100
2, 3000, Note_on_c, 0, 67, 0
2, 3000, Note_on_c, 0, 69, 100
2, 3360, Note_on_c, 0, 69, 0
2, 3360, Note_on_c, 0, 67, 100
2, 3420, Note_on_c, 0, 67, 0
2, 3420, Note_on_c, 0, 66, 100
2, 3480, Note_on_c, 0, 66, 0
2, 3480, Note_on_c, 0, 67, 100
2, 3540, Note_on_c, 0, 67, 0
2, 3540, Note_on_c, 0, 69, 100
2, 3600, Note_on_c, 0, 69, 0
2, 3600, Note_on_c, 0, 67, 100
2, 3660, Note_on_c, 0, 67, 0
2, 3660, Note_on_c, 0, 69, 100
2, 3720, Note_on_c, 0, 69, 0
2, 3720, Note_on_c, 0, 67, 100
2, 3780, Note_on_c, 0, 67, 0
2, 3780, Note_on_c, 0, 69, 100
2, 3840, Note_on_c, 0, 69, 0
2, 3840, Note_on_c, 0, 67, 100
2, 3880, Note_on_c, 0, 67, 0
2, 3880, Note_on_c, 0, 69, 100
2, 3920, Note_on_c, 0, 69, 0
2, 3920, Note_on_c, 0, 67, 100
2, 3960, Note_on_c, 0, 67, 0
2, 3960, Note_on_c, 0, 69, 100
2, 4000, Note_on_c, 0, 69, 0
2, 4000, Note_on_c, 0, 67, 100
2, 4041, Note_on_c, 0, 67, 0
2, 4041, Note_on_c, 0, 66, 100
2, 4080, Note_on_c, 0, 66, 0
2, 4080, Note_on_c, 0, 67, 100
2, 4200, Note_on_c, 0, 67, 0
2, 4200, Note_on_c, 0, 69, 100
2, 4320, Note_on_c, 0, 69, 0
2, 4320, Note_on_c, 0, 67, 100
2, 4380, Note_on_c, 0, 67, 0
2, 4380, Note_on_c, 0, 66, 100
2, 4440, Note_on_c, 0, 66, 0
2, 4440, Note_on_c, 0, 67, 100
2, 4560, Note_on_c, 0, 67, 0
2, 4560, Note_on_c, 0, 66, 100
2, 4620, Note_on_c, 0, 66, 0
2, 4620, Note_on_c, 0, 64, 100
2, 4800, Note_on_c, 0, 64, 0
2, 4800, Note_on_c, 0, 62, 100
2, 5040, Note_on_c, 0, 62, 0
2, 5040, Note_on_c, 0, 74, 100
2, 6240, Note_on_c, 0, 74, 0
2, 6240, Note_on_c, 0, 76, 100
2, 6720, Note_on_c, 0, 76, 0
2, 6720, Note_on_c, 0, 74, 100
2, 6780, Note_on_c, 0, 74, 0
2, 6780, Note_on_c, 0, 76, 100
2, 6840, Note_on_c, 0, 76, 0
2, 6840, Note_on_c, 0, 77, 100
2, 7080, Note_on_c, 0, 77, 0
2, 7080, Note_on_c, 0, 76, 100
2, 7200, Note_on_c, 0, 76, 0
2, 7200, Note_on_c, 0, 74, 100
2, 7440, Note_on_c, 0, 74, 0
2, 7440, Note_on_c, 0, 72, 100
2, 7560, Note_on_c, 0, 72, 0
2, 7560, Note_on_c, 0, 71, 100
2, 7680, Note_on_c, 0, 71, 0
2, 7680, Note_on_c, 0, 69, 100
2, 7920, Note_on_c, 0, 69, 0
2, 7920, Note_on_c, 0, 79, 100
2, 8400, Note_on_c, 0, 79, 0
2, 8400, Note_on_c, 0, 78, 100
2, 8460, Note_on_c, 0, 78, 0
2, 8460, Note_on_c, 0, 76, 100
2, 8520, Note_on_c, 0, 76, 0
2, 8520, Note_on_c, 0, 78, 100
2, 8580, Note_on_c, 0, 78, 0
2, 8580, Note_on_c, 0, 79, 100
2, 8640, Note_on_c, 0, 79, 0
2, 8640, Note_on_c, 0, 78, 100
2, 8700, Note_on_c, 0, 78, 0
2, 8700, Note_on_c, 0, 81, 100
2, 8880, Note_on_c, 0, 81, 0
2, 8880, Note_on_c, 0, 79, 100
2, 8940, Note_on_c, 0, 79, 0
2, 8940, Note_on_c, 0, 78, 100
2, 9120, Note_on_c, 0, 78, 0
2, 9120, Note_on_c, 0, 76, 100
2, 9180, Note_on_c, 0, 76, 0
2, 9180, Note_on_c, 0, 74, 100
2, 9360, Note_on_c, 0, 74, 0
2, 9360, Note_on_c, 0, 72, 100
2, 9600, Note_on_c, 0, 72, 0
2, 9600, Note_on_c, 0, 81, 100
2, 9720, Note_on_c, 0, 81, 0
2, 9720, Note_on_c, 0, 72, 100
2, 9960, Note_on_c, 0, 72, 0
2, 9960, Note_on_c, 0, 71, 100
2, 10080, Note_on_c, 0, 71, 0
2, 10080, Note_on_c, 0, 67, 100
2, 10140, Note_on_c, 0, 67, 0
2, 10140, Note_on_c, 0, 66, 100
2, 10560, Note_on_c, 0, 66, 0
2, 10560, Note_on_c, 0, 67, 100
