0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Title_t, "Close Encounters"
1, 0, Text_t, "Sample for MIDIcsv Distribution"
1, 0, Copyright_t, "This file is in the public domain"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 1100000
1, 0, End_track
2, 0, Start_track
2, 0, Instrument_name_t, "Solo Lute or Keyboard"
2, 0, Program_c, 0, 19
2, 110, Note_on_c, 0, 39, 0
2, 110, Note_on_c, 0, 66, 100
2, 583, Note_on_c, 0, 66, 0
2, 583, Note_on_c, 0, 67, 100
2, 693, Note_on_c, 0, 67, 0
2, 693, Note_on_c, 0, 66, 100
2, 1228, Note_on_c, 0, 66, 0
2, 1228, Note_on_c, 0, 67, 100
2, 1338, Note_on_c, 0, 67, 0
2, 1338, Note_on_c, 0, 66, 100
2, 1566, Note_on_c, 0, 66, 0
2, 1566, Note_on_c, 0, 67, 100
2, 1719, Note_on_c, 0, 67, 0
2, 1719, Note_on_c, 0, 66, 100
2, 1829, Note_on_c, 0, 66, 0
2, 1829, Note_on_c, 0, 71, 100
2, 2117, Note_on_c, 0, 71, 0
2, 2117, Note_on_c, 0, 67, 100
2, 2227, Note_on_c, 0, 67, 0
2, 2227, Note_on_c, 0, 62, 100
2, 2337, Note_on_c, 0, 62, 0
2, 2337, Note_on_c, 0, 59, 100
2, 2762, Note_on_c, 0, 59, 0
2, 2762, Note_on_c, 0, 57, 100
2, 2872, Note_on_c, 0, 57, 0
2, 2872, Note_on_c, 0, 54, 100
2, 2964, Note_on_c, 0, 54, 0
2, 2964, Note_on_c, 0, 52, 100
2, 3456, Note_on_c, 0, 52, 0
2, 3456, Note_on_c, 0, 47, 100
2, 3566, Note_on_c, 0, 47, 0
2, 3566, Note_on_c, 0, 48, 100
2, 3658, Note_on_c, 0, 48, 0
2, 3658, Note_on_c, 0, 47, 100
2, 3768, Note_on_c, 0, 47, 0
2, 3768, Note_on_c, 0, 48, 100
2, 3839, Note_on_c, 0, 48, 0
2, 3839, Note_on_c, 0, 47, 100
2, 3949, Note_on_c, 0, 47, 0
2, 3949, Note_on_c, 0, 45, 100
2, 4074, Note_on_c, 0, 45, 0
2, 4074, Note_on_c, 0, 43, 100
2, 4184, Note_on_c, 0, 43, 0
2, 4184, Note_on_c, 0, 50, 100
2, 4341, Note_on_c, 0, 50, 0
2, 4341, Note_on_c, 0, 55, 100
2, 4451, Note_on_c, 0, 55, 0
2, 4451, Note_on_c, 0, 54, 100
2, 4530, Note_on_c, 0, 54, 0
2, 4530, Note_on_c, 0, 55, 100
2, 4640, Note_on_c, 0, 55, 0
2, 4640, Note_on_c, 0, 57, 100
2, 5060, Note_on_c, 0, 57, 0
2, 5060, Note_on_c, 0, 55, 100
2, 5170, Note_on_c, 0, 55, 0
2, 5170, Note_on_c, 0, 57, 100
2, 5257, Note_on_c, 0, 57, 0
2, 5257, Note_on_c, 0, 59, 100
2, 5367, Note_on_c, 0, 59, 0
2, 5367, Note_on_c, 0, 57, 100
2, 5544, Note_on_c, 0, 57, 0
2, 5544, Note_on_c, 0, 62, 100
2, 5689, Note_on_c, 0, 62, 0
2, 5689, Note_on_c, 0, 69, 100
2, 6190, Note_on_c, 0, 69, 0
2, 6190, Note_on_c, 0, 67, 100
2, 6455, Note_on_c, 0, 67, 0
2, 6455, Note_on_c, 0, 66, 100
2, 6568, Note_on_c, 0, 66, 0
2, 6568, Note_on_c, 0, 71, 100
2, 6678, Note_on_c, 0, 71, 0
2, 6678, Note_on_c, 0, 73, 100
2, 6788, Note_on_c, 0, 73, 0
2, 6788, Note_on_c, 0, 74, 100
2, 7270, Note_on_c, 0, 74, 0
2, 7270, Note_on_c, 0, 72, 100
2, 7380, Note_on_c, 0, 72, 0
2, 7380, Note_on_c, 0, 74, 100
2, 7909, Note_on_c, 0, 74, 0
2, 7909, Note_on_c, 0, 72, 100
2, 8098, Note_on_c, 0, 72, 0
2, 8098, Note_on_c, 0, 71, 100
2, 8208, Note_on_c, 0, 71, 0
2, 8208, Note_on_c, 0, 73, 100
2, 8404, Note_on_c, 0, 73, 0
2, 8404, Note_on_c, 0, 71, 100
2, 8514, Note_on_c, 0, 71, 0
2, 8514, Note_on_c, 0, 72, 100
2, 8624, Note_on_c, 0, 72, 0
2, 8624, Note_on_c, 0, 71, 100
2, 8736, Note_on_c, 0, 71, 0
2, 8736, Note_on_c, 0, 74, 100
2, 9040, Note_on_c, 0, 74, 0
2, 9040, Note_on_c, 0, 72, 100
2, 9254, Note_on_c, 0, 72, 0
2, 9254, Note_on_c, 0, 70, 100
2, 9330, Note_on_c, 0, 70, 0
2, 9330, Note_on_c, 0, 67, 100
2, 9540, Note_on_c, 0, 67, 0
2, 9540, Note_on_c, 0, 62, 100
2, 9650, Note_on_c, 0, 62, 0
2, 9650, Note_on_c, 0, 67, 100
2, 9760, Note_on_c, 0, 67, 0
2, 9760, Note_on_c, 0, 66, 100
2, 10468, Note_on_c, 0, 66, 0
2, 10468, Note_on_c, 0, 67, 100
2, 10578, Note_on_c, 0, 67, 0
2, 10578, Note_on_c, 0, 72, 100
2, 10798, Note_on_c, 0, 72, 0
2, 10798, Note_on_c, 0, 74, 100
2, 11547, Note_on_c, 0, 74, 0
2, 11547, Note_on_c, 0, 76, 100
2, 11657, Note_on_c, 0, 76, 0
2, 11657, Note_on_c, 0, 74, 100
2, 11767, Note_on_c, 0, 74, 0
2, 11767, Note_on_c, 0, 76, 100
2, 11838, Note_on_c, 0, 76, 0
2, 11838, Note_on_c, 0, 72, 100
2, 11948, Note_on_c, 0, 72, 0
2, 11948, Note_on_c, 0, 74, 100
2, 12058, Note_on_c, 0, 74, 0
2, 12058, Note_on_c, 0, 72, 100
2, 12305, Note_on_c, 0, 72, 0
2, 12305, Note_on_c, 0, 71, 100
2, 12415, Note_on_c, 0, 71, 0
2, 12415, Note_on_c, 0, 74, 100
